Square_Feet,Bedrooms,Bathrooms,House_Age,Garage_Size,Distance_to_City_Center,Price
3901,6,2,24,1,10.281417020538202,1200855.7489383854
2686,6,4,35,1,8.635856797923871,829362.4296062284
4009,4,3,20,3,3.9201298140398864,1242001.6105578803
4710,5,3,29,3,11.879537424758427,1436391.3877257248
1154,1,2,23,1,6.263237962193597,342290.2861134192
3537,1,2,43,2,18.504842732046534,990398.4718038604
2409,5,1,41,1,12.080625281264854,710129.1241562054
1784,6,2,29,1,12.263963429654092,551716.1097110377
4175,3,1,21,2,7.74356855666319,1251582.2943300104
4464,3,1,27,3,1.9877976875764423,1364942.6069372706
4882,3,3,6,1,1.6031315420867838,1514405.6053737397
1245,6,3,34,3,9.043367738910753,411206.89678326773
4247,6,4,27,3,2.606742183847519,1339110.7734484575
4110,5,3,13,2,12.530092155262643,1272792.723534212
2500,1,3,9,2,17.738487107153492,738608.5386785396
2705,5,2,15,3,17.77538151385572,821229.8554584328
3806,5,3,15,1,13.521862792512415,1149539.4116224628
1537,6,4,30,3,5.0134047979856895,524406.785606043
2890,3,2,41,1,17.396939795818568,813498.1806125443
2841,2,4,24,1,17.835775270950954,816709.6741871472
1920,1,3,12,2,4.736418114106216,583726.7456576814
3455,6,4,5,1,15.011095629642869,1068328.7131110714
1524,3,2,43,1,6.443871429615336,447374.38571115397
3875,2,1,8,3,16.250165934705663,1159067.502195883
2529,2,4,44,2,19.94752009816845,716157.4397054947
3950,6,4,35,1,1.5704941012584634,1228937.5176962246
4896,4,2,42,1,18.049951450027706,1440295.145649917
1035,1,2,19,2,12.829980138374504,297213.05958487646
1684,2,4,17,3,19.4942697641316,499391.1907076052
1019,6,3,42,2,9.835180833002125,332920.4575009936
3368,6,4,20,2,17.100370680856102,1030658.8879574317
4847,3,2,3,1,2.1854873033672675,1497994.5380898982
3559,4,1,49,1,7.370301951487619,1058199.0941455371
1399,1,1,32,3,2.2733142172729894,410959.057348181
3701,5,3,26,1,19.53151953610234,1102688.441391693
1971,3,4,6,1,16.5225042381649,599059.4872855053
2906,2,1,5,2,17.19840100367344,858959.7969889797
3518,2,4,14,1,18.82133939724399,1030170.981808268
2166,3,2,17,3,2.6169662362759216,696146.1012911722
2115,6,1,31,2,8.326354257753334,651551.93722674
4425,2,3,10,3,2.3496628918360405,1367965.0113244918
1833,4,2,19,2,5.005068929450544,580979.7932116484
2823,1,3,23,1,5.357949763715775,845113.1507088527
3774,4,2,14,2,9.913037009903995,1150371.888970288
2982,2,1,47,2,6.102681181619209,871986.9564551424
1853,5,3,6,1,2.9185840295374605,623181.2479113876
1050,1,3,20,1,4.182330692788046,308793.0079216359
4736,1,2,41,3,3.7982357074897277,1410281.292877531
4769,3,3,25,3,19.48845916033367,1422130.622518999
1574,3,2,43,1,15.426557631450999,433355.327105647
4261,5,2,13,1,19.387467840121676,1266278.596479635
2148,6,2,36,1,9.355069243650263,667615.7922690492
3197,1,2,20,2,6.289001151590475,955513.9965452285
3361,5,1,17,2,16.167570746974548,1005835.2877590763
3617,3,2,4,2,7.198824442781789,1109773.5266716545
4413,3,4,2,1,6.688284100401617,1359881.1476987952
3352,1,3,22,3,5.417613851948793,1011030.1584441536
2715,4,4,25,1,3.463900586260472,853986.2982412186
1681,2,1,36,2,5.872798159318553,488797.60552204435
1837,3,4,23,2,7.751075221003866,562630.7743369885
4854,6,3,48,1,13.805889954768878,1459676.3301356933
2077,6,4,18,1,2.18873200216958,680319.8039934912
4050,3,1,50,2,4.999631853641516,1200191.1044390753
3491,4,2,24,2,16.37144916554185,1035613.6525033745
3660,4,4,20,2,3.7915165480916446,1139306.4503557251
4040,5,1,11,1,7.510257783927909,1238362.2266482164
3311,6,1,40,2,17.42851951530466,984675.441454086
4124,5,3,32,2,3.9435809117254106,1279261.2572648237
2595,6,3,49,3,2.571999876745608,820427.0003697631
4051,2,4,3,1,10.206221906520206,1229624.3342804394
4691,2,2,41,3,6.745970714292191,1400534.0878571235
1004,1,1,6,3,11.704758925193229,302077.72322442033
2126,5,4,21,2,16.27229291918603,655109.1212424419
2219,3,1,32,1,3.6058212749021203,662751.5361752936
1773,5,1,16,2,12.033282606531415,548469.1521804058
1876,3,2,23,1,10.604666447407414,557524.0006577778
1991,4,2,33,3,3.7374969342507915,627152.5091972477
3931,5,4,27,1,12.855971225050666,1191903.086324848
4421,4,2,42,2,6.199167939354661,1339398.496181936
1046,2,2,40,2,10.268852052336237,281955.4438429913
3914,2,4,38,2,2.563174161264176,1188361.4775162074
3870,1,2,21,1,9.732097087058838,1148125.7087388234
3983,5,3,48,3,6.822805892813586,1218410.5823215593
4891,4,1,16,3,16.625243012521732,1480005.2709624348
3703,3,1,33,1,2.0825958129499975,1109948.21256115
1268,2,1,5,2,8.95353822344827,394284.3853296552
1369,2,1,45,3,9.710197058497322,381299.408824508
1635,3,4,5,2,14.775115449683256,511095.65365095023
2129,4,1,33,1,11.91146392671401,613091.608219858
2693,4,1,0,2,13.67703440668944,823470.8967799317
2682,5,1,9,3,15.763936427383367,834883.1907178499
1656,5,1,20,3,17.381856499505588,512677.43050148326
1119,6,3,4,2,6.96363443772694,404390.09668681916
1830,6,1,1,1,11.222431401914156,593329.7057942576
2810,1,3,21,2,16.962053490344797,819863.8395289656
4675,2,4,47,1,19.79957148833607,1343312.2855349919
2081,5,2,1,2,17.9008669098315,650594.3992705055
2974,4,1,9,3,8.057877989863158,924697.3660304105
2369,3,2,33,1,4.708163827154358,713846.5085185369
1740,4,2,15,1,10.298458210725185,532980.6253678245
4545,2,4,47,1,15.091187584884803,1312113.4372453457
1116,6,2,50,3,10.358812344312653,347377.56296706205
2853,4,3,38,2,10.180436402959701,852444.6907911209
3838,1,2,21,3,16.92637800055421,1132265.8659983373
2150,2,2,11,1,7.8666718022765405,642579.9845931703
4464,6,2,23,2,17.336098821421267,1343032.7035357363
2931,3,1,46,3,8.729291218082746,862152.1263457518
2012,6,1,39,1,7.236429007888448,625834.7129763346
2664,1,3,37,1,9.62580831279428,766626.5750616172
2081,2,3,9,3,15.486492214822501,622598.5233555324
1633,3,1,34,3,3.3940385294158912,511727.88441175234
1512,1,3,50,3,4.73196510156833,444638.104695295
4822,6,1,48,1,19.077451687598746,1409381.6449372037
3849,1,4,31,3,4.33434092024579,1156071.9772392625
2119,2,2,6,1,11.786819040690037,623520.5428779299
4709,5,2,20,3,12.006974866576819,1431169.0754002696
2141,1,3,19,1,10.302864778954651,619120.405663136
1559,1,1,25,1,13.250159722959554,421923.52083112136
4672,6,1,3,2,5.36670779015475,1473417.8766295358
1487,6,3,45,3,11.500583087758216,475278.25073672534
4308,3,1,21,3,8.071291849691047,1314510.124450927
4956,6,4,14,1,13.571677932954591,1511966.9662011361
1896,4,2,39,1,3.68324732408984,569737.2580277305
4343,2,3,20,1,11.846670919950048,1285944.9872401499
2212,2,3,14,2,4.52013675228315,680198.5897431505
1703,5,1,21,2,6.294218199185692,536547.345402443
2470,5,3,27,1,5.1554862061480815,778598.5413815557
1580,2,4,13,3,4.473917817507525,502651.24654747744
3837,5,1,26,3,16.68850807965267,1157777.475761042
3908,3,1,40,2,6.428443785556916,1172885.6686433293
3294,6,1,39,2,18.61535185542454,967046.9444337264
4147,2,1,27,1,19.428603981558627,1191376.1880553241
1153,5,4,25,3,11.853948928804849,373678.15321358544
2679,2,1,48,1,3.7170213306488016,769704.9360080536
4506,4,3,1,2,8.116416624212043,1403634.750127364
1996,1,4,24,3,16.15691300361607,578295.2609891518
4157,6,2,2,3,7.980423845244339,1307738.728464267
3744,2,2,7,2,2.6533271477529863,1151497.018556741
4356,1,3,43,1,11.57891330763557,1254222.2600770933
2243,5,3,32,1,17.05729617842466,668900.111464726
2092,1,4,41,3,16.122601355726545,596132.1959328203
4118,6,2,34,2,4.327339662476712,1275857.98101257
2008,2,2,5,3,13.782527673836867,614730.4169784894
3141,4,2,38,2,5.1895810052772955,959167.2569841681
2773,5,2,22,1,5.145943156491272,864483.1705305262
1957,2,2,24,2,17.60736369279852,553049.9089216044
4059,6,1,49,1,5.743710102064373,1216095.8696938069
1452,5,3,42,2,6.001699583842212,458258.9012484734
2227,3,1,18,3,1.0124144244646915,704281.7567266059
3959,1,2,4,1,17.542711648384834,1167440.8650548456
3265,6,4,50,3,16.05930145097356,985035.0956470793
3521,3,4,10,3,12.919249766722881,1080030.2506998314
3479,2,2,11,1,15.255049514838003,1017115.851455486
3388,4,2,9,1,3.888922781065344,1055327.231656804
1550,5,4,7,3,9.708148297163934,531555.5551085082
2635,1,1,23,3,7.673168359626837,780644.4949211195
2312,5,1,27,3,2.781753998883313,746235.7380033501
4325,2,2,40,3,10.236479219083558,1271691.5623427494
2757,5,1,35,1,18.494053356510072,798907.8399304698
1356,1,4,36,1,1.7611232619631951,411577.6302141104
3070,2,1,20,3,6.537757356382084,923267.7279308537
2785,5,2,7,2,4.943277787908366,892728.1666362749
3569,4,4,8,2,5.52478641964823,1117747.6407410554
2781,6,1,46,1,18.26025648570813,797897.2305428756
4908,2,3,14,3,9.893312030451513,1495352.0639086454
4171,6,4,47,3,9.859688845856557,1274370.9334624303
3849,2,4,45,1,15.450937206650364,1113780.1883800488
4251,4,3,39,2,3.9353518760935904,1294949.9443717191
4294,6,3,17,2,10.258041727900965,1328461.874816297
4977,3,4,41,2,9.169719068300134,1487077.8427950996
3809,1,3,19,1,12.341303120386467,1127118.0906388406
4730,3,2,5,2,19.991596361758333,1418457.210914725
3489,5,2,11,1,15.619528987558894,1051089.4130373234
2631,4,2,1,1,8.559448357331117,829481.6549280067
3816,3,4,6,3,16.723507993206894,1157232.4760203792
2015,2,3,15,2,4.243458902937124,637706.6232911886
2348,5,3,2,1,1.5788100398702425,773295.5698803893
1515,5,1,44,2,4.884519076821189,457066.44276953646
4087,3,1,2,2,7.467819566170934,1256922.5413014872
3839,3,3,26,3,10.701034391731637,1157414.896824805
1335,4,3,49,2,12.687453670282796,381786.63898915163
2782,1,3,42,3,18.301508627074014,782313.474118778
3305,3,4,39,1,10.687226181458696,978294.321455624
1496,3,3,37,2,10.524237247888859,435803.28825633344
1895,6,1,32,1,1.9546171866366606,611891.14844009
3207,2,4,27,2,1.6633195004682524,991317.0414985953
4546,6,3,0,1,11.472039276411069,1403845.8821707668
1851,6,1,7,2,9.325393651718546,607228.8190448444
2687,5,4,36,2,16.944427504625672,811518.717486123
2931,1,3,31,2,4.052912109525058,875377.2636714248
3737,2,3,47,2,1.4744615802239425,1118489.6152593282
4746,4,3,42,2,9.531736590672391,1416272.790227983
3427,4,4,36,2,5.512092578292892,1047316.7222651213
2568,3,1,3,2,1.9426730934379115,809808.9807196863
1956,3,1,29,2,14.76736745010495,568672.8976496852
3738,4,2,5,2,3.120266999187702,1169230.1990024368
4498,3,3,45,1,12.558070500147663,1327623.788499557
2636,1,2,18,3,6.339945253170894,806762.1642404873
2291,6,2,31,2,4.296424956745419,734032.7251297637
4906,3,1,8,3,8.215278935467031,1489155.1631935989
4648,5,4,11,2,16.227469748236118,1428134.5907552917
2440,3,4,10,2,8.449777961186882,767527.6661164394
2191,2,1,45,1,15.264623335010059,599738.1299949698
4913,1,4,15,1,3.384239639183863,1481223.2810824483
2066,2,2,0,3,15.682656973636503,633614.0290790905
4627,2,3,44,1,5.501733173226325,1361109.800480321
1284,5,1,20,1,13.870469467888583,389066.59159633424
3444,1,3,29,3,11.74984954197893,1009141.4513740633
1011,1,4,12,1,18.65374962702206,274198.75111893384
2630,1,3,33,2,8.359127841530967,775370.6164754072
4373,1,4,3,3,2.2571385878543686,1352425.584236437
4969,1,4,27,3,1.363954225473805,1520263.1373235786
4324,5,2,37,2,16.71031265848231,1284403.062024553
3546,3,4,30,1,10.969977115567211,1054898.0686532983
1753,2,2,26,3,15.729636984864037,504698.0890454079
3082,1,2,4,3,5.454086400218779,941569.7407993437
3774,3,2,24,2,7.556591164751441,1132317.2265057457
3896,3,1,2,2,1.5719735720150598,1209306.0792839548
1089,2,1,32,1,19.268354166908132,269767.9374992756
1775,5,4,3,3,13.689490227315455,589437.5293180536
3652,4,2,24,1,18.73089666742682,1067083.3099977195
4993,4,1,19,1,6.0444317411523745,1506338.704776543
4017,3,2,33,2,12.617808613287556,1187161.5741601372
2625,6,3,25,3,13.891499397560118,814858.5018073197
4069,6,3,4,3,7.03344430489418,1292387.6670853174
1417,2,3,34,3,17.11407546529697,404446.77360410907
1114,4,4,27,2,18.996067795104707,327663.79661468585
1616,3,2,28,2,17.81224723622408,454075.25829132774
4974,5,3,8,2,15.042272542848078,1510139.1823714557
4267,4,1,37,2,6.271828914774127,1291139.5132556777
1825,3,3,49,2,6.350704800007003,542925.885599979
4572,3,3,5,3,19.30384608847472,1375221.461734576
2649,1,3,18,1,1.1954054227781485,811216.7837316656
2516,5,4,43,3,14.604949491600745,756601.1515251978
4146,1,1,10,1,14.418677088549982,1216820.96873435
1412,2,2,1,2,12.831101278046152,437630.69616586156
4447,1,1,46,1,19.81206807565045,1247393.7957730487
4491,1,2,43,3,6.925709279510779,1328246.8721614676
1728,4,4,43,3,7.459465412071715,538793.6037637849
4348,6,4,8,1,2.4998486559845556,1383168.4540320463
4068,3,4,20,2,9.413164594331011,1241100.506217007
3808,5,4,23,2,5.9599219984621135,1197243.2340046137
1675,1,2,33,3,7.52434734137524,497858.9579758743
4465,5,3,21,1,16.856864014856924,1345572.4079554293
2892,6,2,2,2,18.77420575702242,885475.3827289328
3504,6,1,11,2,4.528928368098526,1114568.2148957045
3967,1,4,27,3,8.077669699515852,1200040.9909014525
3239,2,4,29,2,18.643980680192488,942598.0579594226
3786,1,1,25,1,2.17436075309523,1131074.9177407143
4760,4,2,47,3,2.754850034116192,1454293.4498976513
2122,3,3,20,3,4.093028794918358,674789.9136152449
2571,2,3,27,1,12.30904384841062,740550.8684547681
1977,1,1,25,3,3.858973149113952,604151.0805526582
2008,5,3,32,2,19.393451247563938,600337.6462573082
3143,2,2,20,2,9.487576017911886,931235.2719462643
2687,2,2,34,1,10.528841246653162,776114.4762600405
3710,1,1,33,2,5.686513700302723,1086735.458899092
4261,2,2,40,1,9.948244796259937,1248951.2656112202
4807,5,4,50,1,13.576359020103219,1423958.9229396903
1036,6,1,46,2,15.272365602126813,297279.90319361957
4851,2,2,17,1,15.323493571488347,1423413.519285535
4440,6,1,10,2,11.979931141187679,1368170.206576437
4766,5,3,22,3,18.182835724883287,1432982.4928253503
2548,1,2,47,3,16.53074909881608,702936.7527035518
3326,3,4,21,1,15.383914179273884,980253.2574621784
3264,2,2,16,2,2.056504911928752,1005000.4852642138
3914,3,1,4,2,1.130681282173337,1218744.95615348
1872,5,1,43,3,5.036498266713986,583852.505199858
2821,2,2,10,3,13.606948284355592,842412.1551469333
2296,6,4,29,2,8.81275228876837,734548.7431336949
4952,4,4,14,1,8.645718926686923,1508736.8432199392
3109,3,4,26,3,17.807150876362662,931315.547370912
1595,2,1,34,1,18.015694114504935,420551.9176564852
2903,3,2,32,1,18.27433001701813,839951.0099489456
1728,2,3,19,3,6.963683453785519,528401.9496386434
2365,1,1,15,1,14.130060442045973,666499.818673862
1396,6,4,33,1,6.161030444213023,465089.90866736096
1698,3,2,1,2,4.6215868284145465,544774.2395147564
4090,4,4,34,1,4.508016689600015,1256122.9499312
3224,4,3,39,2,7.500044796408287,970131.8656107752
2635,5,4,27,3,9.169194775816612,822363.4156725502
1395,2,4,46,3,16.7880342500463,377650.8972498611
3492,3,3,38,2,3.2779307759815297,1066672.2076720553
4304,5,2,5,3,14.96359110050299,1321635.226698491
4986,3,1,8,1,11.0976433695968,1502112.0698912097
1075,2,2,19,1,6.470961510843857,317673.11546746845
1264,4,3,0,1,10.363572106123668,404026.283681629
3502,1,4,7,3,6.69889932576343,1083404.3020227097
2819,4,2,22,1,12.325557149527814,852274.3285514165
1717,5,1,2,3,9.24303453424964,558163.896397251
3782,6,3,3,1,4.123705052498696,1202175.8848425038
4455,1,2,24,2,3.215078416558238,1344713.7647503254
4635,5,1,46,3,11.387217959370473,1380915.3461218886
1850,2,3,37,3,18.145847632435967,522050.4571026921
4577,1,1,14,1,7.5351960445960255,1368098.411866212
2390,5,3,20,3,14.92700203722984,740382.9938883105
1143,2,4,34,3,13.514565743855572,323386.3027684333
1884,4,2,45,2,18.69954337188014,535982.3698843597
4140,6,1,13,2,16.598639328683674,1260989.082013949
4170,2,3,35,1,11.765499919203796,1220394.5002423886
1395,3,1,11,2,13.483579466448038,425346.26160065585
4096,2,1,16,1,18.06934286509666,1187949.97140471
3995,2,2,38,1,8.59085690715176,1181292.4292785446
3938,6,4,8,1,7.20909941129777,1249353.7017661068
2492,3,1,34,3,1.2054105890687303,760445.7682327938
4555,5,3,12,2,16.70447040963782,1390897.5887710867
4636,5,3,14,1,16.218633307663932,1401714.1000770081
4222,2,4,17,2,2.9846358439028764,1302543.0924682913
2167,3,3,50,1,11.960290241521305,618865.129275436
3616,3,4,32,2,9.815652265170861,1094827.0432044873
2062,6,3,5,2,3.2554728146731176,691870.5815559806
3156,4,2,26,1,19.63079631415375,919406.6110575388
4764,5,1,22,3,5.079221861803753,1474348.3344145888
2065,6,2,26,2,2.277449421720662,668888.651734838
2209,1,1,33,3,12.302100210536281,629562.6993683912
3982,5,1,45,3,15.03846686552762,1190555.5994034172
3445,6,1,37,1,1.6164254748965523,1069006.7235753103
4294,5,2,13,1,13.51563513581342,1310931.0945925598
1633,4,1,35,1,11.113545643077634,471948.3630707671
2156,1,2,7,2,2.9620351686259196,661835.8944941222
4234,4,4,34,1,4.277953661980879,1295005.1390140573
2238,1,3,18,1,11.79151164900553,651028.4650529834
1732,2,3,29,2,6.630794656752479,531274.6160297426
1234,6,1,13,2,18.827998844375006,376894.003466875
4914,1,2,19,1,16.556064360196963,1438771.8069194092
3705,4,3,48,1,19.687776923759596,1061404.6692287212
1750,5,2,24,1,5.933745940057865,543914.7621798264
3635,1,2,39,1,19.424749023161564,1027799.7529305153
4080,6,1,23,3,9.1934435260396,1265930.6694218812
4145,1,3,13,3,7.602857110961338,1264410.428667116
1953,3,1,25,1,1.9566410124177116,596211.0769627469
3539,5,1,37,3,2.00253989933245,1100687.3803020027
3960,6,3,22,2,14.14821386298644,1215853.3584110406
4324,6,3,21,3,9.70065089424653,1352860.0473172604
4301,2,4,47,3,5.303910894686008,1287768.2673159419
2542,4,4,18,1,12.66543582017942,765218.6925394618
2197,2,2,45,3,5.804304246752112,659401.0872597437
2676,6,3,50,3,11.975003332544029,824012.9900023679
2191,5,4,2,3,7.824966192671116,716288.1014219867
3217,1,2,41,3,16.64749230562456,917315.5230831263
2416,1,2,18,2,16.593227054568807,686178.3188362935
3993,5,2,8,1,10.069657564325626,1231125.027307023
3842,6,4,27,1,7.665563077365296,1185541.3107679042
3681,1,3,19,2,7.8886361346227964,1098051.0915961317
2217,1,1,44,3,16.308575987696138,610055.2720369116
2540,1,2,6,2,7.235410173154628,765896.7694805361
3076,4,4,13,3,4.972128100430075,971095.6156987097
4236,4,4,8,2,2.60907849563083,1337738.7645131075
2445,3,1,18,1,9.867169296803759,737538.4921095887
3386,2,1,46,1,10.160509879476995,974013.470361569
4719,5,4,13,1,16.977265497655235,1437564.2035070343
2519,5,3,37,3,5.2035352324752155,791864.3943025743
2388,5,1,35,3,8.238834199699598,740242.4974009012
2856,3,4,39,2,16.359709038980128,830866.8728830597
2365,4,1,16,2,16.648848604230494,694924.4541873086
1499,6,3,29,1,8.307610443596596,474342.1686692102
2680,6,2,8,3,9.723356442446937,859631.9306726592
1510,3,1,32,2,6.762431926136376,450019.7042215909
4398,6,3,24,3,18.71854268996693,1335681.371930099
1216,5,4,13,3,3.2542315490900258,426483.3053527299
2324,2,1,10,1,18.74123903702793,655367.2828889162
2155,1,1,34,1,13.993462584871521,595035.6122453854
2827,4,4,40,3,11.099870901047893,866524.3872968564
4141,4,2,13,3,1.6205221549054216,1303892.4335352837
4323,3,4,29,3,10.036327644618158,1321114.0170661455
4486,4,1,40,3,8.747213995051913,1350449.3580148444
2810,5,4,3,1,4.063157427527329,910808.527717418
3492,6,3,3,2,13.471782466512481,1091153.6526004625
3923,5,4,27,1,19.45186723999743,1168809.3982800078
2205,3,1,7,2,11.681587410225978,676316.237769322
3214,5,4,1,3,14.58031225243497,1023412.0632426951
1090,6,2,40,2,2.3005585987543187,361552.324203737
1713,2,4,45,1,8.9356729205229,483242.9812384313
2881,3,2,21,1,3.2108112181254214,887053.5663456237
4602,2,3,40,3,12.643120875193699,1358084.6373744188
1038,1,2,15,1,18.83116100606894,262563.5169817932
4197,2,4,28,3,13.573776916961132,1254864.6692491167
4522,1,1,48,1,2.459257917974009,1329116.226246078
1172,1,2,47,1,7.738657894716574,304864.02631585026
1652,2,3,29,3,11.46260420937618,489245.18737187143
1753,3,2,11,2,8.660947366531792,535900.1579004047
2243,6,2,34,1,16.839236199028274,664925.2914029151
4709,5,2,10,2,16.478749089489796,1429179.7527315307
2081,5,3,45,1,12.624789381961207,614568.6318541163
2683,6,4,49,1,8.0957009575214,825193.8971274358
3523,1,2,20,1,5.851391101501639,1039252.826695495
1455,1,2,20,1,3.011612046049457,434681.1638618516
1828,3,1,4,2,7.743055986244527,570907.8320412664
1894,4,3,47,2,8.850277826946671,569406.16651916
2384,2,2,19,1,13.840635576977398,686852.0932690678
2958,1,3,36,1,13.505036661653897,849592.8900150383
4072,5,2,2,2,2.332054653183882,1287900.8360404484
3434,3,4,43,3,8.509926993191998,1027660.2190204241
2996,2,4,32,3,4.453798477129876,913034.6045686103
3395,3,2,8,2,3.979441401019308,1060935.675796942
1189,2,4,8,1,16.718740845007673,340318.777464977
1504,2,2,3,1,1.796389117608893,489255.8326471733
2214,6,4,34,3,8.964474642140306,713012.576073579
2531,1,1,16,3,4.195869459563846,774357.3916213085
4440,3,1,33,2,17.707274097891005,1300546.177706327
4480,3,1,23,3,11.583769752225667,1351208.690743323
1823,6,3,31,2,5.396232091160113,592068.3037265197
1928,5,3,0,3,10.546118456161151,630196.6446315165
1933,5,1,7,3,14.8982408343592,616233.2774969224
2140,1,3,44,3,19.204242169469243,595191.2734915923
1133,1,4,22,1,5.18847408066296,347763.5777580111
3105,4,2,46,1,17.837453670457556,894613.6389886274
4627,6,2,39,1,18.751778169182316,1368795.6654924531
1684,5,2,11,3,18.41199034610926,519413.0289616722
3719,2,1,11,2,13.072872780376287,1115546.3816588712
3220,3,3,45,2,12.966592434259447,936299.2226972217
2852,1,4,46,2,8.661002030492632,826384.9939085221
1814,3,4,14,2,15.295559763771971,549443.320708684
2172,3,1,40,1,11.094586348667706,619949.2409539969
1079,4,4,18,1,13.871323353337594,341020.02993998723
3933,5,4,25,3,9.140700173127113,1215702.8994806188
4284,1,4,28,3,14.898432816819643,1273484.701549541
1202,3,4,21,2,16.664958834486434,351659.1234965407
3811,1,3,39,1,3.7822888754535064,1117458.1333736395
2252,2,4,20,2,16.825664595910332,660176.006212269
2699,4,2,50,3,11.265634104015838,805652.0976879525
2250,2,1,37,3,17.04865227271426,636686.0431818572
2682,1,3,19,2,9.194732420479278,805359.8027385621
2555,1,4,28,3,8.201769222277665,772677.692333167
4512,5,3,50,2,18.386153917827226,1320992.5382465182
4473,3,4,3,1,5.772216083419624,1384737.3517497412
3094,3,2,6,2,17.04003418043672,930878.8974586899
2256,2,1,27,1,10.196390877678677,649062.827366964
4376,4,4,27,1,10.767813408473934,1312945.559774578
2549,6,4,3,3,6.860897348300196,837776.3079550994
2166,3,4,21,3,11.887801811761298,664645.5945647161
4486,5,4,11,3,7.179012729248015,1399983.961812256
4584,2,1,44,2,1.746118870591394,1369405.643388226
2396,2,1,2,2,6.167973501542765,738933.0794953717
4637,6,2,21,3,1.121201824725223,1461226.3945258243
4957,5,1,43,2,19.588740954080276,1449258.7771377591
4330,4,4,1,3,19.3491969865752,1323776.4090402743
3703,5,2,23,2,8.507950651973797,1134616.1480440786
1470,4,2,33,1,14.839046232453274,428378.8613026402
4018,5,2,26,1,7.570315869798074,1214904.0523906057
2035,5,4,40,3,13.750769984633544,620546.6900460994
2353,1,3,0,2,16.303170817873603,699513.4875463792
3783,2,4,7,2,18.988368649152573,1127298.8940525423
3831,5,1,22,1,8.604033241143767,1157640.9002765687
1967,6,1,37,1,15.882661676164906,570158.0149715053
1357,5,4,5,3,6.052640562010257,478240.07831396925
4019,3,4,21,1,19.81631377207932,1174818.058683762
4479,2,2,24,3,1.4896223765226717,1369631.132870432
1667,3,4,17,1,12.467047323521298,504043.8580294361
1372,2,2,16,1,13.530613651375216,384136.1590458744
2031,3,1,11,2,14.072865584408447,616975.4032467747
2145,5,2,5,1,3.287363996992691,694504.9080090219
2371,5,4,25,1,18.83206588598948,716552.8023420316
3723,1,1,26,3,4.442482301951573,1112155.5530941454
1089,6,3,7,1,12.83231466155698,359100.0560153291
4719,3,2,18,3,5.230845503338614,1442008.4634899842
3745,4,1,41,1,6.837111923404147,1116101.6642297877
4387,1,2,0,1,11.382712292834363,1304518.863121497
4249,3,1,28,3,8.926674952726954,1278190.975141819
1539,3,1,44,2,4.04428641855362,460915.14074433915
3779,1,2,48,3,4.247791645996117,1118659.6250620116
1868,5,3,34,3,8.944750975093193,591894.7470747204
1040,3,1,39,3,15.388376587234514,278575.87023829645
1739,5,1,13,2,18.061328290107983,534920.0151296761
4775,1,1,34,1,2.598425582928274,1409960.7232512152
2946,5,3,47,3,8.468974243628619,890621.0772691141
3549,2,3,44,3,2.904665710734656,1077664.002867796
4006,4,4,19,2,1.3152571320193598,1249138.2286039419
4216,3,2,48,3,13.572654970235176,1243346.0350892944
2224,6,3,12,1,12.446539397365168,704250.3818079045
1928,4,2,37,2,4.0973631624828375,586025.9105125514
3036,5,4,48,1,5.442443828768218,925917.6685136954
4795,3,2,45,1,1.4504473192458494,1427646.6580422625
3508,5,3,48,2,16.86399690819367,1027617.0092754189
3779,2,2,7,3,19.519121324922477,1117103.6360252325
3799,1,3,42,1,3.573731199099125,1118995.8064027026
1924,3,2,19,1,5.398029061540664,583784.912815378
3956,2,3,32,1,17.499780954991746,1145350.6571350247
2581,2,3,25,1,18.602812161167513,728609.5635164975
4618,3,2,38,2,8.972920273329397,1372872.239180012
4324,5,4,20,2,1.9618269731124083,1347459.5190806629
1389,6,1,48,1,1.7484448401635686,440383.6654795093
2617,2,4,41,3,11.905047455311198,777301.8576340664
3930,4,2,42,1,8.465007068970401,1164169.9787930888
1255,2,4,40,3,1.5443961239754358,402442.8116280737
1708,6,3,8,1,12.081795453938579,547791.6136381843
2838,5,1,23,3,1.214748195191427,901998.7554144257
2944,5,2,36,1,15.960067204836186,859729.7983854915
3497,4,2,48,3,6.82222363136406,1046453.3291059078
1009,2,2,40,1,1.76490205717541,304753.2938284738
3871,5,1,16,1,12.178692198679913,1164284.9234039602
1797,6,3,23,3,8.55600387422804,598383.9883773159
4313,3,2,20,2,19.50220785378584,1267275.3764386424
